0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
Albania,1,e-Governance: 2012 and Onward,6,1,6. Government datacenter,6. Government datacenter,"The National Agency of Information Society establishes a high capacity Datacenter, that enables all online public services to be centralized and integrated, in accordance with high standards of space and conditions of servers.",Not Specified,Not Specified,National Agency of Information Society (NAIS),None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,c. high,3,0,0,1,0,0,0,0,0,0,0,Moderate,2,d. Complete,5,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,7,1,7. Excise system,7. Excise system,"The new Excise system includes online access and services for economic operators. The system enables operators to check online the status of their statement, transit and account balance. It will also begin to prepare the processing of online payments.",2012,2012,General Directorate of Customs,None Specified,NR,NR,NR,NR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,0,0,1,0,0,0,0,0,0,0,Moderate,2,d. Complete,5,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,15,1,15. e-Employment project,15. e-Employment project,"The e-Employment project will be implemented in 2012, with the aim of digitalizing the information in all employment offices. The project will consolidate the databases for the labor market and will create a registry of job seekers and employers.",Not Specified,2012,"Ministry of Labor, Social Affairs and Equal Opportunities",None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,0,0,1,0,0,0,0,0,0,0,Moderate,2,c. Substantial,4,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Open Data,1,1,1. Open data portal,1. Open data portal,"The National Agency for Information Society is establishing a governmental portal in the open data format. This portal initially will include the Ministry of Finance and Department of Treasury data for daily expenses by all central institutions and agencies. The same practice will be implemented by the National Postal and Electronic Communications Authority database. Another institution, the National Statistics Institute (INSTAT) will implement on its long term strategy the open data format for its database. As the national coordinator for collecting data on Albania’s economy and society, INSTAT will standardize the entire process of publishing the public sector’s statistical open data during its long term program.",Not Specified,Not Specified,National Agency for Information Society,Institute of Statistics - INSTAT,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,1.1,0,b. medium,2,1,0,0,0,0,1,0,0,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,2,1,2. e-Acts,2. e-Acts,"e-Acts project aims to support the process of preparation, approval and submitting of legal acts (laws, decisions of the Council of Ministers, etc). It offers an extended collaboration process between ministries, working on joint acts and requesting opinions or suggestions within the system. Also, through this system are administered the sessions of the Council of Ministers of the Republic of Albania and are also published all the decisions of these sessions.",Not Specified,Not Specified,Council of Ministers,National Agency for Information Society,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,1,0,0,0,0,1,0,1,1,1,Moderate,2,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,3,1,3. e-Parliament,3. e-Parliament,"Through the use of e-Parliament Project the Parliament of Albania will be able to harness the information and communication technologies in order to support its primary functions which are preparation, representation and approval of laws. The e-Parliament Project will also offer the possibility for the promulgation of the approved laws by the President of the Republic of Albania. The project's goal is to use ICT in the law-making process in order to make it more representative, transparent, accessible, accountable and effective.",Not Specified,Not Specified,Parliament,National Agency for Information Society,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,1,0,0,0,0,1,0,1,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,16,1,16. e-Concessions procedures,16. e-Concessions procedures,The Public Procurement Agency (PPA) developed the electronic concessions procedures in the opening phase of the offerings. The system enables the submission of the concession procedures offers in an electronic way through the electronic platform of the e-procurement system on the APP’s website.,Not Specified,08/01/2013,Public Procurement Agency,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,c. high,3,0,1,0,0,0,1,0,0,1,1,Moderate,2,d. Complete,5,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Increasing Public Access in Decisionmaking,17,1,17. Amendment of the law “on the right to information for official documents”,17. Amendment of the law “on the right to information for official documents”,"The Ministry of Justice will amend the law “On the Right to Information for Official Documents” (Law No. 8503, dated 30.06.1999).",2012,2013,Ministry of Justice,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.3,0,c. high,3,1,0,0,0,0,1,1,0,0,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Increasing Public Access in Decisionmaking,19,1,19. Tracking project,19. Tracking project,"The National Agency for Information Society has developed the Tracking Project, a functionality which enables each citizen or business that applies to a State office to follow the progress of their application online, until the official response. Up to now there are three state agencies that have already implemented this service, Public Procurement Agency, National Registration Center and National Licensing Center. e-Tracking can be accessed through the Government Portal, www.e-albania.al. The project's goal is to increase the working efficiency and accountability of the public administration.",2012,2013,Ministry of Innovation and ICT,National Agency for Information Society,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,1.3,0,c. high,3,1,0,0,0,0,0,0,1,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Increasing Public Access in Decisionmaking,21,1,21. Online citizens’ claims in the judiciary system,21. Online citizens’ claims in the judiciary system,"The Ministry of Justice (MoJ) implemented the project for the online processing of citizens’ claims at the ministry and the High Council of Justice (HCJ). The goals of the project are to shorten the processing time of claims in the judiciary system, increase the transparency of the processing of claims and avoid overlap between the HCJ and MoJ during judicial auditing.",Not Specified,Not Specified,Ministry of Justice; High Council of Justice,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,3,NR,NR,NR,NR,NR,0,1.3,0,c. high,3,1,0,0,0,0,0,0,1,1,1,Moderate,2,c. Substantial,4,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Creation of Portals,26,1,26. e-Inspection portal,26. e-Inspection portal,"The Albanian government will create a single portal of inspections, ""e-Inspection"", relevant for the coordination, management, unification and monitoring of inspection procedures.",Not Specified,Not Specified,Ministry of Innovation and ICT,National Agency for Information Society; Central Inspectorate,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,2.2,0,b. medium,2,1,0,0,0,0,1,0,1,1,1,Moderate,2,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,5,1,"5. e-government interoperability framework, e-GIF","5. e-government interoperability framework, e-GIF",e-GIF enables the exchange of information between public administration institutions. This infrastructure is managed by the National Agency for Information Society and enables fully electronic service delivery.,Not Specified,Not Specified,Ministry for Innovation and ICT,National Agency for Information Society,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,0,0,1,0,0,0,0,0,0,0,Transformative,3,c. Substantial,4,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,14,1,14. Digitalization of the file transfer process,14. Digitalization of the file transfer process,Another initiative in progress within the justice sector is to digitalize the File Transfer Process within and between the various levels of the judicial system. The process will significantly reduce the time needed for registration and other court procedures.,Not Specified,Not Specified,Ministry of Justice,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,0,0,1,0,0,0,0,1,1,1,Transformative,3,a. Not started,2,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,e-Governance: 2012 and Onward,9,1,9. Online state matura,9. Online state matura,"In 2006 the Albanian government established the State Matura Exams system. This year, the government implemented the online State Matura, which enhanced the quality of the application process. Through this system all student applications to the State Matura exams 2013 are submitted online through www.e-albania.al portal",Not Specified,2013,Ministry of Education and Science,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.2,0,b. medium,2,0,0,1,0,0,1,0,0,1,1,Transformative,3,d. Complete,5,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Increasing Public Access in Decisionmaking,18,1,"18. Drafting a new law on ""notice and consultation""","18. Drafting a new law on ""notice and consultation""","The Minister for Innovation and ICT office will draft a special law ""On Notice and Consultation"". The law will include the legal regulation of the structured consultation processes with civil society actors and interest groups, including economic and social partners.",Not Specified,Not Specified,Ministry for Innovation and ICT,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,NR,NR,NR,NR,NR,0,1.3,0,c. high,3,1,0,0,0,0,1,1,0,0,1,Transformative,3,b. Limited,3,0,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Creation of Portals,25,1,25. e-Albania portal,25. e-Albania portal,"A new multi-functional governmental portal is established, e-albania.al. This portal is oriented toward users’ needs, providing updated and easily accessible information for them. In the future, this portal will serve as a single point of contact for e-government services offered to citizens, businesses and public employees.",Not Specified,Not Specified,Ministry of Innovation and ICT,National Agency for Information Society (NAIS),NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,NR,NR,NR,NR,NR,0,2.2,0,c. high,3,0,0,1,0,0,1,0,0,1,1,Transformative,3,d. Complete,5,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,1,Creation of Portals,27,1,27. Portal www.gjykata.gov.al,27. Portal www.gjykata.gov.al,"The Ministry of Justice established the www.gjykata.gov.alportal. The Portal enables citizens to download data, including the publication of judicial decisions.",Not Specified,Not Specified,Ministry of Justice,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,3,NR,NR,NR,NR,NR,0,2.2,0,b. medium,2,0,0,1,0,0,1,0,1,1,1,Transformative,3,d. Complete,5,1,ND,ND,1,2012,2014,ND,ND,ND,ND,ND,ND,ND,ND,,,,,,,,,,
Albania,2,1. Denouncing Corruption,1.1,1,1.1 Standardization of processes on complaints related to corruption- Minister of State for Local Issues,1.1 Standardization of corruption complaints,"The Minister of State for Local Issues, in the role of the National Coordinator for Anti-Corruption, will undertake the standardization of the process related to complaints addressing corruption. Currently, although many ministries have been given green lines or forms to denounce corruption, there is no standardized procedure, which ensures transparency in the review of the complaint and concrete deadlines to ensure a good service. Some of the indicators and milestones set for this commitment are the drafting of relevant guidelines for addressing corruption complaints, integrating them in each ministry transparency plan rules, publish them online. Given the specifics and difficulty of the fight and investigation of corruption, this system, through the standardization of processes, can increase confidence in the administration and increase the number of informants. Ministries will have to officially publish relevant standards and inform the public on the progress of specific issues, thus raising the level of accountability of the public administration. This commitment will help improve the transparency regarding the complaint procedures in fact until now there is no clear information on how a citizen can actually address a complaint in corruption cases. The publication of this “standards” will not only create uniformity in the way the complaint will be address but will also serve in raising the efficiency of the public administration while handling corruption complaints.",2014,2016,Minister of State for Local Issues (MSLI),"Ministries, Parliament",NR,NR,NR,NR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,2,0,0,0,0,0,NR,NR,0,b. medium,2,NR,NR,NR,NR,NR,0,0,1,0,1,Moderate,2,c. Substantial,4,ND,1,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Albania,2,NA,1.2,1,"1.2 Electronic Registry of authorizations, permits and agreements issued by the Ministry of Energy and Industry",1.2 Electronic registry of energy and industry permits,"The Ministry of Energy and Industry, in the framework of increasing transparency andaccountability, has undertaken the Electronic Registry initiative, aiming to establish and publish in its web page an Electronic Registry of authorizations, permits and agreements given in the relevant fields and their updated status. Currently there is a lack of information not only on the procedures for obtaining an authorization or permit, but also citizens, interested groups, civil society have no information on the number of permits and authorization given in the energy and industry sector. In order to address this problem and acquire full transparency on the status of the actors operating in these field, the Ministry has initiated a process of identifying the current status, which will also allow an easier monitoring process. This registry system will help improving MEI’s transparency and accountability, but will also allow citizens to access information through the Electronic Registry.",2014,2016,Ministry of Energy and Industry,None Specified,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,1,0,0,0,0,0,NR,NR,0,b. medium,2,NR,NR,NR,NR,NR,1,0,0,1,1,Moderate,2,b. Limited,3,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Albania,2,2. Open Data and e-Services,1.3,1,"1.3 Implementation of public expenses module in ""open data"" format – MSIPA and NAIS","1.3 Implementation of public expenses module in ""open data"" format","The National Agency for Information Society in the context of the global initiative ""Partnership for Open Governance"", will undertake as commitment the implementation of a module that will allow in an open data format, online access to information on budgetary data of the Ministries. This module will be accessed from the government portal e-Albania and the official websites of the respective institutions. This module will provision information in real time of budgetary expenses of the Council of Ministers and Line Ministries in order to guaranty complete and transparent information of the expenses. The indicators such as the functionality of the module, the number of visitors of the web pages or downloaded information will be used to verify the implementation of this commitment. The module of public expenses which will be presented graphically will provide full information in the official web page of the Council of Ministers meanwhile in the official web page of each Ministry will be given information for the respective Ministry.",2014,2016,Ministry of State for Innovation and Public Administration (MSIPA) and National Agency for Information Society (NAIS),Ministries,NR,NR,NR,NR,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,0,3,1,0,0,0,0,NR,NR,0,b. medium,2,NR,NR,NR,NR,NR,1,0,0,1,1,Moderate,2,c. Substantial,4,ND,1,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
Albania,2,NA,1.4,1,"1.4 Promoting OGP values among local authorities- MSIPA, Minister of Local Affaires and the OGPCCSO",1.4 Promoting OGP values among local authorities,"The Minister of State for Innovation and Public Administration in cooperation with the Minister for Local Affairs and the open government partnership coalition of civil society organization will undertake together the commitment to promote and engage local authorities in the OGP values. This commitment was proposed by civil society organizations with the aim to introduce and promote the core value of OGP also in the governance of local authorities. The aim is to reinforce the participatory mechanism and built open governance also in the local level. Some of the actions that will be undertaken are promoting activities, legal modifications to promote transparency and other OGP values.",2014,2016,Minister of State for Innovation and Public Administration(MSIPA); Minister of State for Local Affairs,CSOs Coalition for OGP Albania,NR,NR,NR,NR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NR,1,3,0,0,0,0,0,NR,NR,0,None,1,NR,NR,NR,NR,NR,0,0,0,0,0,None,0,a. Not started,2,ND,0,0,1,2014,2016,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,
